Data,Consum[MW],Medie Consum[MW],Productie[MW],Carbune[MW],Hidrocarburi[MW],Ape[MW],Nuclear[MW],Eolian[MW],Foto[MW],Biomasa[MW],Sold[MW]
2024-12-03 20:48:14,4720,4821,5341,1007,386,2517,1403,-4,-1,33,-621
2024-12-04 04:18:34,5233,5132,5932,962,396,3117,1407,17,-1,35,-699
2024-12-04 06:58:08,5499,5514,5962,960,399,3126,1408,36,-1,33,-462
2024-12-04 11:48:22,5847,5835,6138,929,396,3197,1409,164,7,35,-291
2024-12-04 15:08:10,5510,5624,6139,918,389,3213,1409,169,8,34,-629
