Data,Consum[MW],Medie Consum[MW],Productie[MW],Carbune[MW],Hidrocarburi[MW],Ape[MW],Nuclear[MW],Eolian[MW],Foto[MW],Biomasa[MW],Sold[MW]
2023-12-17 18:40:20,7228,7294,7429,684,1437,2192,1398,1663,0,56,-201
2023-12-17 18:30:30,7309,7294,7451,690,1426,2223,1397,1659,0,57,-142
2023-12-17 18:20:40,7316,7294,7453,685,1428,2218,1401,1664,0,57,-137
2023-12-17 18:11:10,7300,7294,7467,689,1427,2212,1401,1683,0,55,-167
2023-12-17 18:01:10,7366,7294,7379,684,1388,2164,1398,1687,2,57,-14
2023-12-17 17:51:10,7316,7236,7103,685,1338,1946,1400,1677,2,56,213
2023-12-17 17:41:20,7234,7236,7130,685,1332,1967,1398,1689,2,58,104
2023-12-17 17:31:30,7276,7236,7078,675,1305,1952,1400,1686,2,58,198
2023-12-17 17:21:40,7218,7236,7086,676,1341,1920,1393,1697,2,57,133
2023-12-17 17:12:10,7169,7236,7079,673,1375,1911,1394,1669,2,56,91
2023-12-17 17:02:10,7047,7236,6879,676,1220,1920,1399,1604,2,58,168
2023-12-17 16:52:10,6943,6752,6752,682,1106,1897,1397,1610,2,57,191
2023-12-17 16:42:20,6787,6752,6675,686,1069,1870,1397,1593,3,56,113
2023-12-17 16:32:30,6794,6752,6622,684,1061,1854,1396,1562,9,56,172
2023-12-17 16:22:40,6713,6752,6563,685,1057,1804,1397,1546,17,57,151
2023-12-17 16:13:10,6649,6752,6384,691,1048,1672,1398,1494,25,57,265
2023-12-17 16:03:10,6534,6752,6371,688,1022,1687,1395,1484,39,56,164
2023-12-17 15:53:10,6532,6394,6413,699,1014,1695,1402,1481,62,56,119
2023-12-17 15:43:20,6357,6394,6371,695,982,1692,1397,1458,86,56,-14
2023-12-17 15:33:30,6315,6394,6343,684,992,1621,1396,1480,115,55,-28
2023-12-17 15:23:40,6400,6394,6373,689,987,1625,1400,1486,130,55,27
2023-12-17 15:14:10,6368,6394,6375,679,988,1614,1397,1489,155,54,-6
2023-12-17 15:04:10,6280,6394,6416,681,990,1597,1400,1491,202,55,-136
2023-12-17 14:54:10,6244,6229,6369,678,990,1583,1399,1458,206,54,-125
2023-12-17 14:44:20,6197,6229,6367,670,987,1551,1396,1468,240,56,-170
2023-12-17 14:34:30,6173,6229,6379,669,992,1577,1399,1442,246,55,-206
2023-12-17 14:24:40,6211,6229,6389,667,991,1550,1401,1436,291,53,-178
2023-12-17 14:15:10,6276,6229,6441,655,991,1530,1397,1504,303,54,-165
2023-12-17 14:05:10,6213,6229,6515,653,991,1472,1400,1603,335,54,-302
2023-12-17 13:55:10,6231,6193,6559,651,990,1467,1400,1641,357,54,-329
2023-12-17 13:45:20,6256,6193,6544,658,994,1483,1403,1586,364,56,-288
2023-12-17 13:35:30,6183,6193,6532,651,987,1569,1395,1506,367,56,-349
2023-12-17 13:25:40,6164,6193,6599,678,985,1677,1400,1442,361,56,-435
2023-12-17 13:16:10,6196,6193,6643,706,994,1710,1398,1411,370,55,-447
2023-12-17 13:06:10,6185,6193,6642,744,1005,1714,1398,1339,388,56,-457
2023-12-17 12:56:10,6199,6157,6636,725,1002,1785,1394,1307,368,55,-437
2023-12-17 12:46:20,6098,6157,6570,749,996,1794,1395,1226,355,55,-472
2023-12-17 12:36:30,6146,6157,6583,765,1000,1873,1398,1167,326,55,-438
2023-12-17 12:26:40,6111,6157,6544,760,1001,1833,1401,1149,344,56,-433
2023-12-17 12:17:10,6129,6157,6559,770,1000,1913,1397,1081,343,55,-430
2023-12-17 12:07:10,6215,6157,6561,769,997,1917,1396,1064,361,55,-347
2023-12-17 11:57:10,6146,6192,6585,771,998,1971,1398,1064,328,56,-438
2023-12-17 11:47:20,6171,6192,6561,763,1007,1940,1402,1076,319,55,-391
2023-12-17 11:37:30,6175,6192,6567,772,993,1990,1398,1068,292,54,-393
2023-12-17 11:27:40,6233,6192,6495,768,996,1991,1400,1041,244,55,-261
2023-12-17 11:18:10,6166,6192,6499,774,1003,1995,1400,1020,253,55,-333
2023-12-17 11:08:10,6208,6192,6443,766,1000,1995,1401,980,248,54,-236
2023-12-17 10:58:10,6218,6254,6443,770,996,2039,1402,952,229,55,-225
2023-12-17 10:48:20,6199,6254,6374,745,990,2024,1396,952,211,56,-175
2023-12-17 10:38:30,6227,6254,6312,719,984,2017,1396,927,215,55,-85
2023-12-17 10:28:40,6232,6254,6292,701,992,2024,1400,904,216,55,-60
2023-12-17 10:19:10,6271,6254,6275,690,989,2036,1397,907,201,55,-5
2023-12-17 10:09:10,6281,6254,6282,689,991,2071,1394,892,190,55,-1
2023-12-17 09:59:10,6286,6297,6351,682,994,2115,1394,937,176,54,-65
2023-12-17 09:49:20,6223,6297,6300,680,989,2088,1394,934,160,54,-77
2023-12-17 09:39:30,6335,6297,6300,684,993,2096,1395,929,147,55,35
2023-12-17 09:29:40,6267,6297,6279,688,993,2090,1395,925,134,55,-12
2023-12-17 09:20:10,6327,6297,6281,681,990,2090,1398,955,113,55,46
2023-12-17 09:10:10,6346,6297,6327,678,993,2089,1397,1012,103,55,20
2023-12-17 09:00:10,6368,6297,6360,671,996,2059,1401,1069,106,57,8
2023-12-17 08:50:20,6247,6215,6314,669,998,2030,1397,1084,80,57,-67
2023-12-17 08:40:30,6267,6215,6298,672,994,2012,1399,1099,66,55,-31
2023-12-17 08:30:40,6150,6215,6213,663,997,1992,1398,1075,34,54,-63
2023-12-17 08:21:10,6189,6215,6179,672,993,1995,1400,1048,16,55,10
2023-12-17 08:11:10,6231,6215,6164,677,988,2045,1395,997,7,54,67
2023-12-17 08:01:10,6093,6215,6145,670,995,2043,1396,985,2,54,-52
2023-12-17 07:51:20,6012,5987,5996,691,989,1897,1397,966,0,55,16
2023-12-17 07:41:30,6012,5987,5963,688,992,1887,1395,945,-1,56,49
2023-12-17 07:31:40,5963,5987,5921,680,992,1868,1399,926,-1,56,42
2023-12-17 07:22:10,5995,5987,5934,676,1047,1859,1394,904,-1,56,61
2023-12-17 07:12:10,5934,5987,6027,661,1199,1809,1393,912,-1,56,-93
2023-12-17 07:02:10,5871,5987,6081,670,1378,1702,1394,882,-1,56,-210
2023-12-17 06:52:20,5829,5734,5979,679,1415,1541,1394,894,-1,57,-150
2023-12-17 06:42:30,5765,5734,5935,676,1412,1517,1397,877,-1,57,-170
2023-12-17 06:32:40,5695,5734,5881,668,1416,1486,1395,860,-1,58,-186
2023-12-17 06:23:10,5747,5734,5912,673,1416,1504,1398,866,-1,56,-166
2023-12-17 06:13:10,5704,5734,5888,659,1408,1477,1396,887,-1,55,-183
2023-12-17 06:03:10,5658,5734,5845,654,1416,1444,1397,874,-1,55,-188
2023-12-17 05:53:20,5613,5578,5849,661,1409,1476,1395,854,-1,56,-237
2023-12-17 05:43:30,5597,5578,5844,662,1409,1487,1397,837,-1,55,-247
2023-12-17 05:33:40,5517,5578,5764,661,1406,1456,1394,793,-1,55,-246
2023-12-17 05:24:10,5557,5578,5792,669,1410,1476,1392,792,-1,54,-236
2023-12-17 05:14:10,5564,5578,5818,671,1419,1484,1395,794,-1,55,-254
2023-12-17 05:04:10,5486,5578,5821,678,1411,1494,1394,792,-1,55,-335
2023-12-17 04:54:20,5478,5491,5836,675,1414,1497,1395,802,-1,55,-358
2023-12-17 04:44:30,5504,5491,5821,658,1409,1490,1392,817,-1,55,-317
2023-12-17 04:34:40,5445,5491,5836,660,1411,1511,1393,805,-1,57,-391
2023-12-17 04:25:10,5436,5491,5839,678,1413,1514,1396,784,-1,55,-403
2023-12-17 04:15:10,5495,5491,5955,720,1420,1584,1394,780,-1,56,-459
2023-12-17 04:05:10,5492,5491,5893,710,1414,1592,1392,728,-1,56,-402
2023-12-17 03:55:20,5467,5480,5783,681,1421,1535,1392,700,-1,56,-316
2023-12-17 03:45:30,5501,5480,5747,686,1415,1539,1393,659,-1,57,-246
2023-12-17 03:35:40,5429,5480,5725,684,1416,1565,1396,608,-1,57,-295
2023-12-17 03:26:10,5490,5480,5718,667,1419,1587,1396,594,-1,56,-229
2023-12-17 03:16:10,5519,5480,5708,665,1416,1598,1397,577,-1,55,-189
2023-12-17 03:06:10,5482,5480,5707,673,1424,1600,1394,563,-1,55,-225
2023-12-17 02:56:20,5544,5544,5643,666,1418,1580,1398,527,-1,56,-100
2023-12-17 02:46:30,5583,5544,5624,673,1418,1592,1391,497,-1,55,-41
2023-12-17 02:36:40,5546,5544,5642,671,1410,1592,1394,520,-1,55,-97
2023-12-17 02:27:10,5499,5544,5625,670,1416,1582,1392,512,-1,55,-126
2023-12-17 02:17:10,5546,5544,5654,679,1417,1621,1393,490,-1,57,-108
2023-12-17 02:07:10,5573,5544,5680,678,1439,1619,1393,494,-1,57,-107
2023-12-17 01:57:20,5591,5678,5688,670,1445,1572,1398,545,-1,59,-97
2023-12-17 01:47:30,5700,5678,5749,672,1438,1602,1397,583,-1,58,-49
2023-12-17 01:37:40,5604,5678,5752,669,1440,1593,1395,597,-1,59,-148
2023-12-17 01:28:10,5660,5678,5750,673,1437,1593,1392,596,-1,60,-90
2023-12-17 01:18:10,5741,5678,5754,678,1439,1604,1395,581,-1,59,-13
2023-12-17 01:08:10,5764,5678,5774,661,1467,1595,1398,597,-1,58,-10
2023-12-17 00:58:20,5732,5894,5836,638,1474,1678,1394,596,-1,57,-104
2023-12-17 00:48:30,5851,5894,5859,643,1476,1687,1389,607,-1,58,-8
2023-12-17 00:38:40,5809,5894,5882,642,1478,1717,1396,592,-1,58,-73
2023-12-17 00:29:10,5928,5894,5934,661,1484,1762,1398,570,-1,60,-6
2023-12-17 00:19:10,5950,5894,5967,670,1478,1814,1395,552,-1,59,-17
2023-12-17 00:09:10,5990,5894,5963,667,1473,1843,1395,523,-1,58,27
2023-12-16 23:59:20,6027,6240,6110,647,1482,2039,1391,496,-1,57,-83
2023-12-16 23:49:30,6104,6240,6136,648,1481,2075,1397,477,-1,58,-32
2023-12-16 23:39:40,6228,6240,6200,657,1477,2154,1394,463,-1,57,27
2023-12-16 23:30:10,6217,6240,6216,664,1482,2155,1396,467,-1,53,1
2023-12-16 23:20:10,6335,6240,6197,677,1478,2112,1394,484,-1,53,137
2023-12-16 23:10:10,6476,6240,6316,680,1481,2206,1392,497,-1,57,160
2023-12-16 23:00:20,6402,6240,6260,663,1487,2138,1402,511,-1,60,142
2023-12-16 22:50:30,6558,6685,6273,654,1483,2172,1394,511,-1,59,285
2023-12-16 22:40:40,6581,6685,6294,657,1480,2182,1392,525,-1,59,287
2023-12-16 22:31:10,6651,6685,6407,668,1493,2235,1393,560,-1,58,244
2023-12-16 22:21:10,6758,6685,6434,670,1490,2242,1392,579,-1,60,324
2023-12-16 22:11:10,6822,6685,6509,674,1486,2316,1392,580,-1,59,313
2023-12-16 22:01:20,6933,6685,6512,674,1501,2311,1394,569,-1,61,422
2023-12-16 21:51:30,7047,7143,6443,658,1489,2258,1396,581,-1,62,604
2023-12-16 21:41:40,7019,7143,6552,651,1493,2351,1394,601,0,62,466
2023-12-16 21:31:10,7169,7143,6627,658,1500,2399,1398,611,-1,61,542
2023-12-16 21:21:10,7226,7143,6659,664,1496,2447,1392,598,0,62,567
2023-12-16 21:11:11,7214,7143,6635,657,1492,2434,1394,597,-1,61,579
2023-12-16 21:01:21,7286,7143,6668,655,1501,2469,1395,587,0,62,618
2023-12-16 20:51:31,7355,7484,6692,646,1503,2497,1393,593,0,61,663
2023-12-16 20:41:10,7455,7484,6654,644,1503,2486,1394,566,0,61,801
2023-12-16 20:31:10,7447,7484,6722,727,1513,2479,1397,545,0,61,725
2023-12-16 20:21:10,7544,7484,6740,732,1510,2505,1395,537,0,61,804
2023-12-16 20:11:12,7589,7484,6743,736,1514,2521,1394,518,0,60,846
2023-12-16 20:01:22,7649,7484,6784,730,1562,2511,1389,531,0,61,865
2023-12-16 19:51:32,7633,7656,6806,714,1586,2524,1394,529,0,60,827
2023-12-16 19:41:10,7647,7656,6772,722,1586,2534,1391,478,0,61,875
2023-12-16 19:31:10,7674,7656,6778,754,1583,2521,1394,467,0,59,896
2023-12-16 19:21:10,7633,7656,6796,770,1583,2515,1397,472,0,59,837
2023-12-16 19:11:13,7632,7656,6824,773,1635,2510,1395,452,0,60,808
2023-12-16 19:01:23,7682,7656,7017,761,1904,2420,1393,478,0,61,665
2023-12-16 18:51:33,7702,7718,7138,763,1944,2504,1393,474,0,61,565
2023-12-16 18:41:11,7677,7718,7185,768,1951,2497,1393,514,0,62,492
2023-12-16 18:31:10,7737,7718,7256,764,1952,2513,1393,573,0,61,481
2023-12-16 18:21:10,7724,7718,7260,760,1947,2510,1397,584,0,62,464
2023-12-16 18:11:14,7707,7718,7194,758,1947,2447,1399,580,0,62,514
2023-12-16 18:01:24,7732,7718,7151,759,1941,2427,1401,562,0,61,581
2023-12-16 17:51:34,7727,7699,6970,776,1951,2244,1396,542,0,61,757
2023-12-16 17:41:09,7725,7699,7002,781,1956,2270,1397,535,0,60,723
2023-12-16 17:31:09,7765,7699,6949,773,1954,2234,1394,532,0,61,817
2023-12-16 17:21:09,7685,7699,6931,771,1950,2230,1399,520,0,61,754
2023-12-16 17:11:15,7610,7699,6903,768,1949,2227,1395,503,0,61,707
2023-12-16 17:01:25,7576,7699,6929,777,1941,2258,1398,492,0,61,647
2023-12-16 16:51:35,7425,7246,7036,781,1950,2356,1393,490,6,60,389
2023-12-16 16:41:09,7317,7246,6997,779,1948,2306,1397,502,6,60,321
2023-12-16 16:31:09,7215,7246,6973,771,1952,2276,1398,500,16,60,242
2023-12-16 16:21:09,7160,7246,6934,764,1944,2250,1392,504,20,61,226
2023-12-16 16:11:16,7079,7246,6875,756,1947,2200,1395,494,26,57,205
2023-12-16 16:01:26,7011,7246,6929,766,1936,2273,1397,450,47,60,82
2023-12-16 15:51:36,6943,6886,6976,779,1937,2306,1394,432,65,58,-33
2023-12-16 15:41:10,6944,6886,7029,765,1938,2307,1397,477,83,59,-85
2023-12-16 15:31:09,6888,6886,6996,769,1937,2227,1397,502,104,58,-107
2023-12-16 15:21:09,6832,6886,6987,769,1936,2194,1398,512,120,58,-156
2023-12-16 15:11:17,6808,6886,6996,773,1930,2189,1392,512,140,59,-188
2023-12-16 15:01:27,6767,6886,6966,767,1911,2177,1395,485,172,60,-199
2023-12-16 14:51:37,6778,6759,6925,765,1863,2149,1395,493,200,59,-147
2023-12-16 14:41:09,6794,6759,6743,761,1832,1963,1398,519,210,60,50
2023-12-16 14:31:09,6733,6759,6761,762,1844,1972,1398,510,215,59,-28
2023-12-16 14:21:09,6750,6759,6731,763,1839,1959,1396,492,225,58,19
2023-12-16 14:11:18,6746,6759,6794,765,1844,1967,1396,521,238,58,-48
2023-12-16 14:01:28,6756,6759,6823,771,1832,1944,1396,570,247,58,-67
2023-12-16 13:51:38,6795,6764,6975,765,1824,2021,1401,642,262,59,-179
2023-12-16 13:41:10,6753,6764,7059,763,1835,2011,1398,722,272,58,-305
2023-12-16 13:31:10,6774,6764,7094,763,1839,2007,1396,764,267,59,-320
2023-12-16 13:21:09,6822,6764,7138,757,1852,1981,1395,819,275,57,-316
2023-12-16 13:11:19,6763,6764,7174,751,1841,1961,1394,886,282,59,-411
2023-12-16 13:01:29,6776,6764,7164,750,1826,1943,1397,880,306,61,-388
2023-12-16 12:51:39,6793,6866,7529,736,1813,2315,1400,904,297,61,-736
2023-12-16 12:42:09,6901,6866,7531,753,1813,2315,1394,895,296,61,-631
2023-12-16 12:32:09,6904,6866,7488,762,1809,2316,1399,837,299,60,-584
2023-12-16 12:22:09,6858,6866,7541,768,1808,2414,1395,801,295,59,-683
2023-12-16 12:12:19,6811,6866,7503,777,1810,2414,1397,754,291,60,-692
2023-12-16 12:02:29,6895,6866,7617,779,1855,2504,1400,758,259,62,-722
2023-12-16 11:52:39,6953,7010,7496,772,1814,2452,1400,748,249,60,-542
2023-12-16 11:43:09,6977,7010,7496,766,1820,2458,1395,750,246,60,-519
2023-12-16 11:33:09,6996,7010,7562,764,1833,2482,1398,775,250,60,-565
2023-12-16 11:23:09,7057,7010,7685,778,1872,2540,1398,795,243,59,-628
2023-12-16 11:13:19,6997,7010,7693,776,1873,2550,1391,791,251,60,-695
2023-12-16 11:03:29,7084,7010,7713,775,1869,2534,1397,831,249,58,-629
2023-12-16 10:53:39,7112,7129,7752,780,1863,2545,1396,870,239,61,-641
2023-12-16 10:44:09,7089,7129,7746,758,1874,2571,1394,879,210,60,-656
2023-12-16 10:44:09,7089,7129,7746,758,1874,2571,1394,879,210,60,-656
2023-12-16 10:34:09,7115,7129,7784,755,1879,2566,1398,919,207,60,-669
2023-12-16 10:24:09,7108,7129,7760,758,1869,2560,1395,934,184,60,-652
2023-12-16 10:14:19,7103,7129,7783,753,1873,2567,1402,975,153,60,-680
2023-12-16 10:04:29,7207,7129,7835,753,1884,2574,1399,1031,135,59,-628
2023-12-16 09:54:39,7125,7131,7867,774,1887,2580,1395,1042,130,59,-742
2023-12-16 09:45:09,7179,7131,7869,773,1876,2556,1394,1098,111,61,-691
2023-12-16 09:35:09,7146,7131,7921,779,1895,2514,1399,1189,85,59,-775
2023-12-16 09:25:09,7136,7131,7800,774,1874,2337,1397,1289,68,60,-664
2023-12-16 09:15:19,7115,7131,7777,768,1878,2226,1394,1395,56,60,-661
2023-12-16 09:05:29,7061,7131,7849,779,1872,2229,1399,1464,45,59,-788
2023-12-16 08:55:39,7031,6907,8008,791,1917,2293,1396,1516,35,60,-977
2023-12-16 08:46:09,7083,6907,7963,782,1876,2243,1400,1579,25,59,-880
2023-12-16 08:36:09,6986,6907,7919,772,1864,2212,1399,1598,15,59,-932
2023-12-16 08:26:09,6934,6907,7899,764,1855,2212,1402,1582,24,61,-965
2023-12-16 08:16:19,6861,6907,7867,775,1853,2203,1397,1576,2,60,-1006
2023-12-16 08:06:29,6734,6907,7845,774,1837,2170,1397,1605,1,61,-1111
2023-12-16 07:56:39,6623,6496,7932,795,1862,2203,1399,1609,-1,61,-1309
2023-12-16 07:47:09,6673,6496,7957,789,1871,2218,1398,1618,-1,62,-1284
2023-12-16 07:37:09,6600,6496,7922,771,1853,2191,1399,1645,-1,60,-1322
2023-12-16 07:27:09,6586,6496,7949,780,1836,2169,1395,1708,-1,61,-1362
2023-12-16 07:17:19,6418,6496,7965,779,1832,2136,1396,1762,-1,61,-1548
2023-12-16 07:07:29,6348,6496,7875,762,1800,2079,1399,1774,-1,62,-1527
2023-12-16 06:57:39,6178,6075,7562,775,1817,1734,1398,1779,-1,61,-1384
2023-12-16 06:48:09,6167,6075,7533,770,1818,1705,1397,1782,-1,63,-1366
2023-12-16 06:38:09,6075,6075,7506,774,1807,1691,1395,1778,-1,62,-1431
2023-12-16 06:28:09,5985,6075,7447,762,1795,1679,1398,1752,-1,62,-1462
2023-12-16 06:28:09,5985,6075,7447,762,1795,1679,1398,1752,-1,62,-1462
2023-12-16 06:18:19,6021,6075,7481,769,1812,1710,1395,1735,-1,61,-1460
2023-12-16 06:08:29,5918,6075,7458,774,1817,1709,1394,1701,-1,62,-1541
2023-12-16 05:58:39,5902,5846,7356,768,1793,1635,1396,1703,-1,62,-1454
2023-12-16 05:49:09,5968,5846,7407,771,1806,1657,1397,1714,-1,62,-1439
2023-12-16 05:39:09,5892,5846,7396,768,1808,1664,1398,1697,-1,62,-1504
2023-12-16 05:29:09,5830,5846,7280,764,1792,1623,1397,1645,-1,61,-1450
2023-12-16 05:19:19,5817,5846,7287,772,1809,1652,1398,1596,-1,63,-1470
2023-12-16 05:09:29,5733,5846,7265,773,1814,1663,1397,1556,-1,62,-1532
2023-12-16 04:59:39,5765,5753,7209,771,1812,1651,1397,1518,-1,62,-1444
2023-12-16 04:49:09,5809,5753,7203,776,1814,1657,1397,1499,-1,62,-1395
2023-12-16 04:39:09,5766,5753,7240,779,1827,1656,1399,1518,-1,61,-1474
2023-12-16 04:29:10,5771,5753,7233,771,1821,1659,1395,1523,-1,63,-1462
2023-12-16 04:19:20,5735,5753,7250,780,1814,1657,1394,1543,-1,61,-1514
2023-12-16 04:09:30,5706,5753,7234,772,1813,1643,1398,1548,-1,62,-1528
2023-12-16 03:59:09,5775,5761,7283,769,1813,1653,1399,1587,-1,63,-1509
2023-12-16 03:49:09,5772,5761,7300,775,1814,1654,1394,1601,-1,62,-1528
2023-12-16 03:39:09,5760,5761,7319,774,1814,1654,1397,1619,-1,63,-1560
2023-12-16 03:29:11,5770,5761,7329,770,1814,1652,1396,1635,-1,62,-1559
2023-12-16 03:19:21,5784,5761,7348,777,1813,1653,1394,1651,-1,61,-1564
2023-12-16 03:09:31,5726,5761,7397,776,1822,1652,1396,1691,-1,62,-1672
2023-12-16 02:59:09,5798,5826,7398,769,1806,1625,1396,1744,-1,60,-1600
2023-12-16 02:49:09,5795,5826,7363,762,1800,1608,1391,1742,-1,61,-1568
2023-12-16 02:39:09,5757,5826,7390,770,1808,1616,1395,1742,-1,62,-1633
2023-12-16 02:29:12,5846,5826,7407,768,1808,1622,1392,1758,-1,60,-1561
2023-12-16 02:19:22,5817,5826,7413,774,1810,1641,1395,1735,-1,60,-1596
2023-12-16 02:09:32,5881,5826,7424,780,1821,1670,1395,1698,-1,61,-1543
2023-12-16 01:59:09,5895,5943,7359,775,1820,1651,1391,1661,-1,61,-1464
2023-12-16 01:49:09,5892,5943,7316,783,1820,1654,1390,1609,-1,61,-1425
2023-12-16 01:39:10,5880,5943,7270,780,1814,1655,1391,1567,-1,63,-1390
2023-12-16 01:29:13,5979,5943,7263,777,1811,1651,1391,1572,-1,61,-1284
2023-12-16 01:19:23,5926,5943,7322,778,1819,1666,1390,1608,-1,61,-1395
2023-12-16 01:09:33,5970,5943,7426,795,1849,1720,1396,1605,-1,59,-1456
2023-12-16 00:59:09,6030,6171,7291,774,1873,1646,1396,1541,-1,62,-1261
2023-12-16 00:49:09,6098,6171,7271,774,1871,1657,1386,1522,-1,62,-1173
2023-12-16 00:39:09,6132,6171,7304,775,1873,1647,1391,1559,-1,60,-1172
2023-12-16 00:29:14,6176,6171,7334,775,1873,1657,1390,1580,-1,59,-1159
2023-12-16 00:19:24,6200,6171,7390,796,1874,1772,1393,1496,-1,60,-1190
2023-12-16 00:09:34,6275,6171,7439,797,1880,1801,1393,1510,-1,59,-1164
2023-12-15 23:59:09,6388,6537,7850,781,1886,2186,1389,1549,-1,60,-1462
2023-12-15 23:49:09,6439,6537,8079,937,1891,2181,1393,1616,-1,61,-1640
2023-12-15 23:39:09,6516,6537,8137,994,1887,2186,1393,1617,-1,60,-1620
2023-12-15 23:29:15,6571,6537,8124,1011,1887,2197,1392,1578,-1,60,-1553
2023-12-15 23:19:25,6615,6537,8136,996,1890,2184,1393,1613,-1,60,-1522
2023-12-15 23:09:35,6638,6537,8158,982,1889,2192,1391,1644,-1,60,-1520
2023-12-15 22:59:09,6746,6989,8110,948,1899,2156,1391,1658,-1,59,-1364
2023-12-15 22:49:09,6840,6989,8129,975,1901,2219,1375,1600,-1,59,-1289
2023-12-15 22:39:09,6933,6989,8153,989,1895,2276,1373,1562,-1,59,-1220
2023-12-15 22:29:16,6990,6989,8131,994,1893,2294,1383,1509,-1,59,-1141
2023-12-15 22:19:26,7012,6989,8252,1029,1900,2423,1380,1462,-1,60,-1241
2023-12-15 22:09:36,7142,6989,8228,1020,1911,2437,1381,1421,-1,59,-1086
2023-12-15 21:59:09,7267,7519,8122,994,1896,2407,1378,1388,-1,59,-855
2023-12-15 21:49:09,7371,7519,8110,987,1893,2413,1381,1377,-1,59,-740
2023-12-15 21:39:09,7453,7519,8140,985,1898,2415,1378,1405,-1,58,-687
2023-12-15 21:29:17,7558,7519,8164,981,1886,2428,1379,1432,-1,59,-606
2023-12-15 21:19:27,7673,7519,8186,984,1901,2412,1379,1452,-1,58,-513
2023-12-15 21:09:37,7603,7519,8257,990,1894,2437,1376,1500,-1,59,-655
2023-12-15 20:59:09,7758,7873,8269,946,1898,2435,1381,1551,-1,59,-511
2023-12-15 20:49:02,7785,7873,8274,950,1900,2433,1381,1552,-1,60,-490
2023-12-15 20:38:09,7811,7873,8279,954,1901,2433,1380,1552,-1,60,-468
2023-12-15 20:28:19,7930,7873,8303,957,1895,2489,1379,1524,-1,60,-372
2023-12-15 20:18:29,7841,7873,8305,957,1903,2515,1379,1492,-1,59,-464
2023-12-15 20:08:39,7930,7873,8329,971,1906,2528,1378,1483,-1,59,-399
2023-12-15 19:59:09,7995,8055,8312,951,1896,2494,1379,1533,-1,59,-316
2023-12-15 19:49:09,8054,8055,8348,966,1902,2554,1379,1490,-1,59,-294
2023-12-15 19:39:09,7987,8055,8237,967,1899,2536,1383,1398,-1,55,-250
2023-12-15 19:29:19,8045,8055,8212,977,1894,2573,1377,1336,-1,55,-167
2023-12-15 19:19:29,8005,8055,8197,970,1898,2565,1376,1334,-1,56,-193
2023-12-15 19:09:39,8121,8055,8199,972,1895,2573,1378,1329,-1,53,-78
2023-12-15 19:00:09,8182,8055,8225,972,1892,2592,1381,1334,-1,54,-42
2023-12-15 18:50:09,8131,8188,8183,971,1886,2583,1379,1308,-1,56,-52
2023-12-15 18:40:09,8190,8188,8168,975,1894,2585,1378,1280,-1,57,22
2023-12-15 18:30:19,8183,8188,8155,974,1895,2596,1376,1257,-1,58,28
2023-12-15 18:20:29,8172,8188,8176,980,1901,2615,1353,1270,-1,57,-4
2023-12-15 18:10:39,8203,8188,8178,983,1906,2586,1348,1293,-1,56,26
2023-12-15 18:01:09,8230,8188,8075,978,1905,2518,1343,1268,-1,58,155
2023-12-15 17:51:09,8277,8266,7872,971,1898,2316,1345,1286,-1,57,405
2023-12-15 17:41:09,8285,8266,7892,959,1916,2278,1351,1332,-1,58,392
2023-12-15 17:31:19,8292,8266,7927,969,1921,2289,1343,1348,-1,58,365
2023-12-15 17:21:29,8231,8266,7873,949,1940,2233,1353,1342,-1,57,358
2023-12-15 17:11:39,8239,8266,7858,955,1940,2225,1377,1303,-1,58,381
2023-12-15 17:02:09,8247,8266,7845,956,1948,2224,1375,1287,-1,57,402
2023-12-15 16:52:09,8136,8031,7887,992,1957,2212,1374,1298,-1,56,249
2023-12-15 16:42:09,8052,8031,7898,989,1966,2214,1375,1297,0,57,153
2023-12-15 16:32:19,8032,8031,7860,989,1954,2212,1368,1280,1,57,171
2023-12-15 16:22:29,7942,8031,7783,998,1961,2203,1350,1213,2,58,159
2023-12-15 16:12:39,7969,8031,7735,997,1963,2214,1341,1159,3,58,234
2023-12-15 16:03:09,7935,8031,7681,1000,1954,2213,1345,1107,5,57,254
2023-12-15 15:53:09,7917,7858,7698,1013,1957,2216,1342,1099,10,57,219
2023-12-15 15:43:09,7846,7858,7632,1001,1956,2171,1337,1091,19,58,213
2023-12-15 15:33:19,7859,7858,7653,1003,1960,2157,1345,1103,29,56,206
2023-12-15 15:23:29,7820,7858,7674,1001,1956,2154,1339,1133,36,56,146
2023-12-15 15:13:39,7786,7858,7686,988,1949,2155,1353,1147,37,57,100
2023-12-15 15:04:09,7764,7858,7634,988,1953,2118,1373,1097,47,57,130
2023-12-15 14:54:09,7849,7856,7694,1008,1951,2145,1372,1104,57,57,155
2023-12-15 14:44:09,7864,7856,7676,1006,1949,2160,1373,1072,60,56,188
2023-12-15 14:34:19,7862,7856,7725,1009,1950,2171,1372,1102,65,57,136
2023-12-15 14:24:29,7946,7856,7776,1002,1955,2168,1371,1149,77,55,170
2023-12-15 14:14:39,7883,7856,7795,999,1951,2176,1380,1156,79,54,88
2023-12-15 14:05:09,7892,7856,7807,1001,1943,2159,1379,1192,79,54,85
2023-12-15 13:55:09,7963,7990,7765,996,1931,2149,1374,1167,92,56,198
2023-12-15 13:45:09,8020,7990,7794,1009,1934,2192,1376,1134,93,55,226
