Data,Consum[MW],Medie Consum[MW],Productie[MW],Carbune[MW],Hidrocarburi[MW],Ape[MW],Nuclear[MW],Eolian[MW],Foto[MW],Biomasa[MW],Sold[MW]
2023-12-31 23:59:14,5431,5538,6944,826,1544,2060,1396,1088,-1,32,-1513
2023-12-31 23:49:24,5494,5538,7112,832,1598,2181,1396,1074,-1,32,-1618
2023-12-31 23:39:34,5495,5538,7108,833,1597,2182,1393,1072,-1,31,-1613
2023-12-31 23:30:04,5530,5538,7129,846,1595,2183,1395,1079,-1,32,-1599
2023-12-31 23:20:04,5600,5538,7181,837,1604,2214,1394,1101,-1,31,-1581
2023-12-31 23:10:04,5599,5538,7175,835,1605,2200,1397,1107,-1,32,-1576
2023-12-31 23:00:14,5599,5538,7105,845,1598,2136,1399,1096,-1,32,-1506
2023-12-31 22:50:24,5662,5718,6593,834,1594,1661,1395,1078,-1,32,-931
2023-12-31 22:40:34,5707,5718,6621,845,1600,1674,1395,1077,-1,31,-915
2023-12-31 22:31:04,5697,5718,6635,848,1601,1690,1395,1070,-1,32,-938
2023-12-31 22:21:04,5731,5718,6628,840,1604,1689,1395,1067,-1,32,-897
2023-12-31 22:11:04,5790,5718,6620,831,1602,1690,1390,1068,-1,32,-830
2023-12-31 22:01:14,5832,5718,6601,827,1552,1737,1393,1055,-1,32,-770
2023-12-31 21:51:24,5884,5964,7347,874,1525,2507,1394,1016,-1,32,-1463
2023-12-31 21:41:34,5938,5964,7363,920,1529,2501,1394,988,-1,31,-1425
2023-12-31 21:32:04,5984,5964,7451,951,1569,2527,1396,977,-1,32,-1466
2023-12-31 21:22:04,6028,5964,7527,966,1602,2607,1398,922,-1,32,-1500
2023-12-31 21:12:04,6046,5964,7504,968,1614,2606,1397,888,-1,32,-1459
2023-12-31 21:02:14,6084,5964,7440,955,1602,2580,1399,873,-1,32,-1357
2023-12-31 20:52:24,6124,6263,7263,934,1553,2514,1396,834,-1,32,-1104
2023-12-31 20:42:34,6199,6263,7340,956,1586,2568,1395,804,-1,32,-1141
2023-12-31 20:33:04,6231,6263,7403,976,1618,2611,1394,773,-1,32,-1172
2023-12-31 20:23:04,6297,6263,7381,973,1617,2623,1397,741,-1,32,-1084
2023-12-31 20:13:04,6347,6263,7375,968,1620,2631,1395,727,-1,32,-1028
2023-12-31 20:03:14,6408,6263,7323,962,1625,2619,1396,687,-1,31,-915
2023-12-31 19:53:24,6467,6542,7442,955,1626,2776,1394,659,-1,32,-975
2023-12-31 19:43:34,6505,6542,7409,959,1632,2780,1396,612,-1,32,-904
2023-12-31 19:34:04,6522,6542,7441,970,1645,2816,1394,586,-1,31,-919
2023-12-31 19:24:04,6587,6542,7433,972,1650,2826,1394,560,-1,32,-846
2023-12-31 19:14:04,6645,6542,7446,983,1662,2846,1393,531,-1,31,-802
2023-12-31 19:04:14,6658,6542,7381,981,1655,2827,1394,492,-1,32,-723
2023-12-31 18:54:24,6694,6742,7403,979,1663,2874,1396,459,-1,32,-709
2023-12-31 18:44:34,6710,6742,7393,977,1675,2880,1397,432,-1,31,-683
2023-12-31 18:35:04,6754,6742,7389,984,1671,2888,1401,414,-1,32,-635
2023-12-31 18:25:04,6749,6742,7373,982,1674,2900,1394,392,-1,32,-624
2023-12-31 18:15:04,6782,6742,7383,999,1686,2912,1393,363,-1,31,-600
2023-12-31 18:05:14,6800,6742,7412,1000,1703,2931,1394,353,-1,32,-611
2023-12-31 17:55:24,6778,6675,7357,1001,1710,2884,1394,339,-1,32,-580
2023-12-31 17:45:34,6765,6675,7416,1033,1714,2922,1396,320,-1,32,-650
2023-12-31 17:36:04,6750,6675,7292,1025,1705,2831,1396,301,-1,31,-541
2023-12-31 17:26:04,6682,6675,7268,1029,1699,2816,1396,294,-1,32,-586
2023-12-31 17:16:04,6601,6675,7157,1006,1681,2778,1396,262,-1,32,-556
2023-12-31 17:06:14,6471,6675,7080,1007,1664,2745,1397,235,-1,31,-610
2023-12-31 16:56:24,6326,6064,7007,971,1672,2734,1395,204,0,32,-681
2023-12-31 16:46:34,6204,6064,6950,948,1669,2732,1394,174,1,31,-746
2023-12-31 16:37:04,6137,6064,6866,890,1678,2721,1395,146,6,31,-729
2023-12-31 16:37:04,6137,6064,6866,890,1678,2721,1395,146,6,31,-729
2023-12-31 16:27:04,5991,6064,6848,882,1666,2728,1399,127,15,32,-857
2023-12-31 16:17:04,5979,6064,6774,875,1651,2679,1391,110,39,30,-795
2023-12-31 16:07:14,5840,6064,6692,855,1620,2623,1398,97,69,30,-852
2023-12-31 15:57:24,5745,5609,6836,887,1664,2673,1397,84,99,32,-1091
2023-12-31 15:47:34,5730,5609,6856,884,1662,2655,1395,79,150,31,-1126
2023-12-31 15:38:04,5665,5609,6860,884,1662,2631,1392,76,182,31,-1195
2023-12-31 15:28:04,5561,5609,6778,871,1643,2540,1396,74,219,32,-1218
2023-12-31 15:18:04,5544,5609,6665,868,1648,2396,1394,68,255,32,-1121
2023-12-31 15:08:14,5429,5609,6620,863,1615,2345,1397,67,300,32,-1191
2023-12-31 14:58:24,5458,5270,6837,893,1660,2428,1398,60,367,32,-1379
2023-12-31 14:48:34,5367,5270,6837,889,1653,2403,1396,56,408,32,-1470
2023-12-31 14:39:04,5307,5270,6842,878,1654,2386,1395,47,451,31,-1535
2023-12-31 14:29:04,5282,5270,6727,863,1634,2270,1397,45,487,32,-1445
2023-12-31 14:19:04,5199,5270,6852,853,1609,2406,1394,36,521,32,-1653
2023-12-31 14:09:14,5144,5270,6674,863,1627,2173,1399,29,551,32,-1529
2023-12-31 13:59:24,5168,5099,6654,850,1614,2156,1395,27,581,32,-1487
2023-12-31 13:49:34,5137,5099,6668,846,1613,2155,1397,21,605,32,-1531
2023-12-31 13:40:04,5118,5099,6682,847,1611,2155,1392,20,625,31,-1564
2023-12-31 13:30:04,5081,5099,6699,847,1608,2158,1392,21,640,32,-1618
2023-12-31 13:20:04,5053,5099,6720,845,1612,2162,1397,19,652,32,-1667
2023-12-31 13:10:14,5065,5099,6738,846,1615,2166,1394,19,666,32,-1674
2023-12-31 13:00:24,5056,5099,6749,849,1601,2179,1399,23,665,32,-1693
2023-12-31 12:50:34,5031,5056,6826,850,1611,2229,1396,22,685,32,-1795
2023-12-31 12:41:04,5040,5056,6818,841,1612,2224,1398,25,686,32,-1778
2023-12-31 12:31:04,5070,5056,6815,842,1611,2229,1394,24,683,32,-1745
2023-12-31 12:21:04,5075,5056,6832,849,1606,2239,1395,25,685,32,-1756
2023-12-31 12:11:14,5076,5056,6792,851,1612,2197,1399,25,677,31,-1716
2023-12-31 12:01:24,5059,5056,6764,850,1603,2181,1397,20,680,32,-1705
2023-12-31 11:51:34,5094,5127,6813,848,1609,2237,1397,20,671,32,-1719
2023-12-31 11:42:04,5131,5127,6798,849,1609,2237,1394,24,655,32,-1668
2023-12-31 11:32:04,5118,5127,6795,849,1609,2234,1396,25,650,32,-1677
2023-12-31 11:22:04,5133,5127,6771,851,1606,2233,1391,20,638,32,-1638
2023-12-31 11:12:14,5156,5127,6747,847,1605,2234,1399,16,615,32,-1591
2023-12-31 11:02:24,5177,5127,6767,849,1611,2287,1393,9,587,31,-1591
2023-12-31 10:52:34,5207,5279,6787,849,1608,2333,1397,9,560,32,-1580
2023-12-31 10:43:04,5217,5279,6750,847,1603,2341,1392,11,524,32,-1533
2023-12-31 10:33:04,5257,5279,6742,851,1610,2349,1395,14,492,32,-1485
2023-12-31 10:23:04,5312,5279,6703,851,1616,2348,1395,11,449,32,-1391
2023-12-31 10:13:14,5356,5279,6776,850,1615,2453,1395,11,421,32,-1420
2023-12-31 10:03:24,5397,5279,6734,852,1615,2456,1396,9,375,32,-1337
2023-12-31 09:53:34,5374,5430,6731,842,1610,2509,1395,8,336,32,-1357
2023-12-31 09:44:04,5416,5430,6693,848,1613,2508,1394,13,287,31,-1277
2023-12-31 09:34:04,5440,5430,6658,849,1611,2504,1396,24,242,32,-1218
2023-12-31 09:24:04,5448,5430,6638,844,1606,2508,1397,49,201,32,-1189
2023-12-31 09:14:14,5462,5430,6632,845,1612,2511,1397,70,164,32,-1170
2023-12-31 09:04:24,5490,5430,6633,847,1617,2519,1398,90,128,32,-1143
2023-12-31 08:54:34,5416,5388,6515,864,1621,2408,1397,102,91,33,-1099
2023-12-31 08:44:04,5431,5388,6545,867,1644,2440,1394,110,58,31,-1114
2023-12-31 08:34:04,5395,5388,6531,863,1641,2439,1397,122,37,32,-1136
2023-12-31 08:24:05,5392,5388,6538,867,1633,2438,1397,155,17,31,-1146
2023-12-31 08:14:15,5370,5388,6531,855,1625,2396,1395,221,7,32,-1160
2023-12-31 08:04:25,5310,5388,6532,848,1612,2373,1401,263,1,32,-1221
2023-12-31 07:54:04,5255,5189,6345,847,1614,2166,1395,293,-1,31,-1090
2023-12-31 07:44:04,5238,5189,6370,846,1624,2169,1398,303,-1,32,-1132
2023-12-31 07:34:04,5224,5189,6383,849,1618,2169,1393,323,-2,31,-1158
2023-12-31 07:24:06,5202,5189,6366,838,1603,2156,1394,345,-2,31,-1164
2023-12-31 07:14:16,5142,5189,6414,838,1609,2158,1399,381,-2,32,-1272
2023-12-31 07:04:26,5064,5189,6372,832,1596,2124,1396,393,-1,32,-1308
2023-12-31 06:54:04,5029,4928,5940,843,1606,1651,1400,410,-2,32,-911
2023-12-31 06:44:04,4990,4928,5904,842,1608,1630,1395,399,-2,32,-914
2023-12-31 06:34:04,4923,4928,5879,838,1604,1624,1397,387,-2,31,-956
2023-12-31 06:24:07,4913,4928,5842,832,1591,1599,1395,395,-1,32,-929
2023-12-31 06:14:17,4864,4928,5822,826,1581,1586,1396,403,-1,31,-958
2023-12-31 06:04:27,4844,4928,5845,830,1581,1590,1395,417,-2,32,-1001
2023-12-31 05:54:04,4801,4773,5810,845,1605,1533,1395,401,-2,32,-1009
2023-12-31 05:44:04,4795,4773,5780,846,1603,1535,1394,373,-2,32,-985
2023-12-31 05:34:04,4785,4773,5797,848,1616,1538,1396,368,-2,32,-1012
2023-12-31 05:34:04,4785,4773,5797,848,1616,1538,1396,368,-2,32,-1012
2023-12-31 05:24:08,4752,4773,5781,841,1601,1530,1398,382,-2,32,-1029
2023-12-31 05:14:18,4746,4773,5808,833,1607,1528,1398,412,-2,32,-1062
2023-12-31 05:04:28,4730,4773,5840,835,1604,1521,1394,456,-2,32,-1110
2023-12-31 04:54:04,4706,4716,5676,840,1602,1295,1400,509,-2,32,-970
2023-12-31 04:44:04,4687,4716,5688,847,1599,1291,1395,525,-2,32,-1000
2023-12-31 04:34:04,4723,4716,5696,848,1603,1300,1396,519,-2,31,-974
2023-12-31 04:24:09,4689,4716,5671,842,1602,1297,1397,502,-2,32,-982
2023-12-31 04:14:19,4705,4716,5668,834,1599,1300,1398,506,-2,32,-963
2023-12-31 04:04:29,4718,4716,5693,844,1607,1301,1397,513,-2,32,-975
2023-12-31 03:54:04,4733,4702,5655,832,1579,1286,1394,534,-2,31,-922
2023-12-31 03:44:04,4706,4702,5682,827,1585,1296,1396,548,-2,32,-976
2023-12-31 03:34:01,4709,4702,5718,835,1594,1305,1397,557,-2,32,-1009
2023-12-31 03:23:11,4712,4702,5754,843,1603,1316,1397,566,-2,32,-1042
2023-12-31 03:13:21,4702,4702,5766,839,1606,1320,1396,574,-2,31,-1064
2023-12-31 03:03:31,4683,4702,5805,853,1608,1331,1396,588,-1,31,-1121
2023-12-31 02:53:04,4716,4776,6068,839,1605,1604,1393,596,-2,32,-1351
2023-12-31 02:43:04,4728,4776,6088,842,1596,1604,1397,619,-2,32,-1360
2023-12-31 02:33:04,4764,4776,6131,845,1600,1607,1397,652,-2,32,-1367
2023-12-31 02:23:12,4819,4776,6204,847,1607,1627,1396,697,-2,32,-1386
2023-12-31 02:13:22,4801,4776,6234,840,1603,1621,1395,738,-2,31,-1433
2023-12-31 02:03:32,4806,4776,6244,836,1596,1619,1395,763,-2,32,-1438
2023-12-31 01:53:04,4867,4956,6188,809,1555,1569,1397,829,-1,31,-1321
2023-12-31 01:43:04,4906,4956,6159,803,1527,1529,1395,874,-1,32,-1252
2023-12-31 01:33:04,5005,4956,6379,884,1530,1606,1394,935,-1,31,-1374
2023-12-31 01:23:13,5002,4956,6498,958,1536,1636,1399,940,-2,32,-1497
2023-12-31 01:13:23,5035,4956,6651,975,1608,1750,1396,891,-2,32,-1615
2023-12-31 01:03:33,5029,4956,6489,975,1587,1708,1400,789,-2,32,-1460
2023-12-31 00:54:03,5089,5225,6328,967,1579,1674,1398,678,-1,32,-1239
2023-12-31 00:44:03,5150,5225,6387,982,1599,1714,1399,663,-1,31,-1237
2023-12-31 00:34:03,5167,5225,6424,1000,1621,1739,1394,640,-1,32,-1257
2023-12-31 00:24:13,5248,5225,6444,1009,1629,1778,1397,601,-1,31,-1196
2023-12-31 00:14:23,5306,5225,6477,1014,1646,1802,1398,587,-1,32,-1171
2023-12-31 00:04:33,5368,5225,6629,1019,1648,1970,1397,566,-1,31,-1261
2023-12-30 23:55:03,5411,5600,7016,1012,1638,2393,1398,544,-1,32,-1605
2023-12-30 23:45:03,5494,5600,7048,1008,1637,2405,1397,570,-1,32,-1554
2023-12-30 23:35:03,5571,5600,7136,1008,1664,2458,1393,583,-1,31,-1565
2023-12-30 23:25:13,5622,5600,7163,973,1679,2482,1398,601,-1,31,-1541
2023-12-30 23:15:23,5723,5600,7247,920,1696,2511,1396,688,-1,31,-1524
2023-12-30 23:05:33,5775,5600,7247,878,1686,2525,1394,728,-1,31,-1472
2023-12-30 22:56:03,5842,6046,7322,849,1646,2639,1397,761,-1,31,-1480
2023-12-30 22:46:03,5901,6046,7374,855,1634,2618,1396,841,-1,31,-1472
2023-12-30 22:36:03,6021,6046,7501,861,1656,2661,1394,899,-1,32,-1480
2023-12-30 22:26:13,6045,6046,7544,862,1652,2658,1398,943,-1,32,-1499
2023-12-30 22:16:23,6182,6046,7705,892,1697,2724,1394,968,-1,32,-1524
2023-12-30 22:06:33,6227,6046,7754,873,1699,2734,1395,1024,-1,32,-1527
2023-12-30 21:57:03,6308,6527,7681,844,1633,2674,1394,1106,-1,32,-1373
2023-12-30 21:46:53,6410,6527,7733,848,1637,2678,1394,1146,-1,31,-1324
2023-12-30 21:36:04,6489,6527,7767,847,1637,2661,1389,1203,-1,31,-1279
2023-12-30 21:26:14,6563,6527,7821,851,1647,2706,1378,1208,-1,31,-1258
2023-12-30 21:16:24,6625,6527,7888,858,1664,2733,1383,1218,-1,31,-1262
2023-12-30 21:06:03,6665,6527,7912,875,1674,2782,1372,1176,-1,31,-1247
2023-12-30 20:56:03,6796,6866,7870,909,1649,2712,1374,1197,-1,31,-1074
2023-12-30 20:46:03,6808,6866,7877,920,1642,2710,1375,1200,-1,31,-1069
2023-12-30 20:36:05,6819,6866,7952,1012,1647,2708,1375,1181,-1,31,-1134
2023-12-30 20:26:15,6896,6866,7889,1008,1652,2699,1373,1127,-1,31,-993
2023-12-30 20:16:25,6909,6866,7850,1004,1650,2703,1373,1089,-1,31,-942
2023-12-30 20:06:03,6941,6866,7827,1015,1652,2720,1373,1036,-1,31,-886
2023-12-30 19:56:03,6980,7036,7809,1011,1647,2733,1370,1018,-1,32,-829
2023-12-30 19:46:03,6996,7036,7762,1006,1639,2693,1367,1027,-1,31,-766
2023-12-30 19:36:06,7038,7036,7793,1010,1670,2717,1367,1000,-1,31,-756
2023-12-30 19:26:16,7067,7036,7838,994,1649,2868,1369,927,-1,31,-771
2023-12-30 19:16:26,7107,7036,7836,1003,1677,2896,1369,860,-1,32,-729
2023-12-30 19:06:36,7084,7036,7807,1011,1676,2914,1369,806,-1,32,-723
2023-12-30 18:57:03,7085,7133,7688,1003,1682,2859,1374,741,-1,31,-603
2023-12-30 18:46:56,7110,7133,7716,1011,1673,2933,1372,696,-1,33,-606
2023-12-30 18:36:07,7121,7133,7702,1009,1676,2978,1369,639,-1,32,-581
2023-12-30 18:26:17,7169,7133,7748,1015,1686,2991,1365,660,-1,33,-579
2023-12-30 18:16:27,7179,7133,7735,1023,1680,2996,1370,630,3,33,-556
2023-12-30 18:06:03,7160,7133,7719,1021,1679,2985,1370,632,-1,33,-558
2023-12-30 17:56:03,7187,7084,7647,1017,1693,2945,1368,593,-1,32,-460
2023-12-30 17:46:03,7135,7084,7603,1006,1690,2931,1372,569,3,31,-468
2023-12-30 17:36:08,7146,7084,7564,1014,1686,2915,1369,545,3,31,-417
2023-12-30 17:26:18,7107,7084,7551,1022,1684,2919,1370,526,-1,31,-444
2023-12-30 17:16:28,7039,7084,7506,1009,1687,2908,1371,502,-1,31,-467
2023-12-30 17:06:03,6944,7084,7451,1014,1662,2902,1372,471,-1,32,-506
2023-12-30 16:56:03,6795,6555,7423,1026,1669,2836,1371,491,-1,32,-628
2023-12-30 16:46:03,6660,6555,7300,1009,1645,2793,1370,452,0,32,-640
2023-12-30 16:36:09,6565,6555,7262,1002,1641,2798,1368,418,3,32,-697
2023-12-30 16:26:19,6473,6555,7279,1002,1637,2811,1371,417,11,32,-806
2023-12-30 16:16:29,6458,6555,7198,986,1626,2788,1372,374,19,32,-740
2023-12-30 16:06:03,6398,6555,7155,1004,1620,2798,1369,296,37,31,-756
2023-12-30 15:55:50,6293,6161,7102,1029,1610,2754,1368,245,63,32,-808
2023-12-30 15:45:03,6273,6161,7069,1031,1656,2679,1361,215,91,32,-796
2023-12-30 15:35:11,6193,6161,6735,1006,1587,2432,1360,195,123,31,-542
2023-12-30 15:25:21,6126,6161,6762,1006,1594,2435,1356,189,150,32,-636
2023-12-30 15:15:31,6033,6161,6798,1008,1582,2430,1350,218,179,32,-766
2023-12-30 15:05:03,5998,6161,6853,1007,1584,2427,1329,237,237,31,-854
2023-12-30 14:55:03,5943,5826,6905,1002,1586,2435,1312,260,278,32,-962
2023-12-30 14:45:02,5883,5826,6935,997,1582,2431,1292,284,317,32,-1052
2023-12-30 14:34:13,5850,5826,7018,1007,1582,2436,1268,318,376,32,-1168
2023-12-30 14:24:23,5777,5826,7000,999,1581,2437,1250,302,399,32,-1223
2023-12-30 14:14:33,5764,5826,7035,1008,1582,2439,1240,311,423,32,-1270
2023-12-30 14:04:03,5770,5826,7030,1014,1583,2422,1221,303,455,32,-1261
2023-12-30 13:54:03,5767,5699,6900,1011,1581,2312,1220,268,476,32,-1138
2023-12-30 13:44:04,5722,5699,6902,1007,1585,2300,1220,261,497,32,-1180
2023-12-30 13:34:14,5723,5699,6938,1000,1582,2307,1225,269,523,33,-1215
2023-12-30 13:24:24,5671,5699,6916,1001,1571,2303,1223,243,544,32,-1245
2023-12-30 13:14:03,5684,5699,6902,1001,1586,2318,1221,221,522,32,-1218
2023-12-30 13:04:03,5641,5699,6890,1000,1579,2311,1220,188,559,32,-1248
2023-12-30 12:54:03,5670,5668,7040,999,1568,2443,1220,195,582,32,-1369
2023-12-30 12:44:05,5692,5668,7040,1010,1581,2451,1182,189,595,33,-1348
2023-12-30 12:34:15,5655,5668,7041,1006,1581,2453,1162,189,618,32,-1386
2023-12-30 12:24:25,5663,5668,7020,1009,1581,2456,1138,184,620,32,-1357
2023-12-30 12:14:03,5678,5668,7000,1007,1587,2451,1127,178,611,32,-1322
2023-12-30 12:04:03,5717,5668,6908,986,1557,2422,1126,202,578,31,-1191
2023-12-30 11:54:03,5700,5723,6694,969,1513,2275,1105,208,592,32,-995
2023-12-30 11:44:06,5725,5723,6681,981,1515,2295,1076,217,566,31,-957
2023-12-30 11:34:16,5689,5723,6728,995,1558,2348,1064,215,517,32,-1039
2023-12-30 11:24:26,5730,5723,6730,989,1550,2330,1060,236,533,32,-1000
2023-12-30 11:14:03,5768,5723,6789,997,1559,2357,1060,259,524,32,-1021
2023-12-30 11:04:03,5788,5723,6830,998,1578,2394,1054,267,506,32,-1042
2023-12-30 10:54:03,5820,5855,6838,971,1512,2492,1060,295,475,32,-1018
2023-12-30 10:44:07,5820,5855,6864,976,1522,2514,1046,325,450,32,-1044
2023-12-30 10:34:17,5838,5855,7037,1010,1568,2605,1031,364,427,32,-1199
2023-12-30 10:24:27,5863,5855,6961,1004,1558,2602,974,393,399,31,-1098
2023-12-30 10:14:03,5929,5855,6936,1012,1566,2621,916,437,352,33,-1007
2023-12-30 10:04:03,5934,5855,6951,1020,1634,2632,864,474,296,32,-1017
2023-12-30 09:54:03,5993,5952,6863,1005,1613,2630,812,514,258,32,-870
2023-12-30 09:44:08,5964,5952,6790,1007,1611,2626,749,542,223,32,-825
2023-12-30 09:34:18,5947,5952,6712,997,1605,2589,727,570,192,32,-766
2023-12-30 09:24:28,5956,5952,6709,1002,1615,2620,726,573,142,31,-754
2023-12-30 09:14:03,5975,5952,6737,1013,1620,2622,730,604,117,31,-762
2023-12-30 09:04:03,5935,5952,6684,1007,1629,2616,690,630,80,31,-749
2023-12-30 08:54:03,5912,5778,6611,1006,1624,2547,690,653,59,31,-699
2023-12-30 08:40:00,5831,5778,6580,1009,1624,2542,690,650,33,32,-749
2023-12-30 08:30:00,5807,5778,6607,1012,1629,2552,691,672,19,32,-800
2023-12-30 08:20:00,5747,5778,6613,1014,1621,2546,691,702,8,31,-866
2023-12-30 08:10:00,5709,5778,6585,1004,1628,2520,689,709,3,32,-876
2023-12-30 08:00:00,5581,5778,6577,1003,1626,2542,689,685,0,32,-996
2023-12-30 07:50:00,5522,5437,6437,1008,1632,2433,688,644,0,32,-915
2023-12-30 07:40:00,5488,5437,6433,1019,1635,2441,691,615,0,32,-945
2023-12-30 07:30:00,5463,5437,6398,1007,1635,2454,688,581,0,32,-935
2023-12-30 07:20:00,5390,5437,6398,1008,1648,2467,690,552,0,32,-1008
2023-12-30 07:10:00,5338,5437,6454,996,1621,2578,688,540,0,31,-1116
2023-12-30 07:00:00,5253,5437,6177,1008,1614,2285,687,550,0,33,-924
2023-12-30 06:50:00,5180,5143,5697,1002,1623,1807,688,544,0,33,-517
2023-12-30 06:40:00,5150,5143,5677,1009,1630,1815,690,496,0,37,-527
2023-12-30 06:30:00,5117,5143,5648,1020,1633,1787,687,480,0,41,-531
2023-12-30 06:20:00,5101,5143,5593,1017,1657,1745,687,445,0,42,-492
2023-12-30 06:10:00,5098,5143,5591,1029,1697,1714,689,418,0,44,-493
2023-12-30 06:00:00,5037,5143,5269,1019,1652,1446,687,418,0,45,-232
2023-12-30 05:50:00,5017,4979,5231,1010,1644,1403,689,438,0,46,-214
2023-12-30 05:40:00,5010,4979,5209,1004,1635,1385,691,448,0,46,-199
2023-12-30 05:30:00,4987,4979,5216,1002,1631,1377,689,470,0,47,-229
2023-12-30 05:20:00,4983,4979,5229,1005,1630,1375,689,483,0,47,-246
2023-12-30 05:10:00,4927,4979,5214,993,1623,1378,688,486,0,46,-287
2023-12-30 05:00:00,4891,4979,5248,1004,1624,1372,690,512,0,46,-357
2023-12-30 04:50:00,4896,4872,5268,1003,1623,1371,689,536,0,46,-372
2023-12-30 04:40:00,4828,4872,5286,1001,1624,1366,691,558,0,46,-458
2023-12-30 04:30:00,4850,4872,5326,1000,1622,1368,692,599,0,45,-476
2023-12-30 04:20:00,4909,4872,5351,1000,1622,1370,691,622,0,46,-442
2023-12-30 04:10:00,4883,4872,5348,1001,1618,1369,687,627,0,46,-465
2023-12-30 04:00:00,4854,4872,5377,1011,1615,1377,688,641,0,45,-523
2023-12-30 03:50:00,4849,4865,5395,1011,1627,1392,686,633,0,45,-546
2023-12-30 03:40:00,4833,4865,5422,1064,1633,1394,688,597,0,46,-589
2023-12-30 03:30:00,4854,4865,5462,1114,1635,1401,688,577,0,46,-608
2023-12-30 03:20:00,4899,4865,5470,1106,1642,1415,684,576,0,46,-571
2023-12-30 03:10:00,4900,4865,5434,1110,1634,1401,685,558,0,46,-534
2023-12-30 03:05:09,4887,4865,5467,1105,1628,1447,685,556,0,46,-580
2023-12-30 03:00:00,4873,4865,5499,1100,1622,1494,685,553,0,45,-626
2023-12-30 02:41:18,4889,4909,5507,1103,1619,1554,684,503,-1,45,-617
2023-12-30 02:31:28,4856,4909,5479,1092,1621,1555,685,483,-1,45,-623
2023-12-30 02:31:28,4856,4909,5479,1092,1621,1555,685,483,-1,45,-623
2023-12-30 02:21:03,4910,4909,5607,1080,1628,1697,683,476,-1,45,-697
2023-12-30 02:11:03,4944,4909,5717,1090,1621,1830,679,452,-1,47,-772
2023-12-30 02:01:03,4955,4909,5701,1082,1611,1866,677,421,-1,46,-746
2023-12-30 01:51:09,4979,5062,5927,1062,1618,2100,675,429,-1,45,-948
2023-12-30 01:41:19,5031,5062,5926,1056,1623,2118,676,407,-1,46,-895
2023-12-30 01:31:29,5071,5062,5980,1069,1644,2146,673,403,-1,45,-910
2023-12-30 01:21:03,5089,5062,6090,1099,1688,2197,676,385,-1,44,-1002
2023-12-30 01:11:03,5072,5062,5988,1083,1705,2116,676,361,-1,43,-915
2023-12-30 01:01:03,5135,5062,5739,1069,1660,1943,672,351,-1,44,-603
2023-12-30 00:51:33,5180,5269,5698,1064,1685,1872,674,359,-1,46,-517
2023-12-30 00:41:20,5196,5269,5713,1036,1676,1851,755,351,-1,45,-517
2023-12-30 00:31:30,5257,5269,5751,1036,1679,1847,796,350,-1,44,-494
2023-12-30 00:21:03,5302,5269,5816,1051,1684,1872,831,338,-1,41,-514
2023-12-30 00:10:00,5352,5269,5888,1049,1702,1905,868,317,0,45,-536
2023-12-30 00:00:00,5435,5269,6249,1004,1629,2347,910,313,0,46,-814
2023-12-29 23:50:00,5498,5601,6436,1008,1641,2515,943,284,0,45,-938
2023-12-29 23:40:00,5516,5601,6460,1011,1637,2509,982,275,0,46,-944
2023-12-29 23:30:00,5588,5601,6522,1008,1642,2524,1040,262,0,46,-934
2023-12-29 23:20:00,5670,5601,6538,1004,1643,2528,1054,263,0,46,-868
2023-12-29 23:10:00,5732,5601,6547,1011,1642,2526,1056,266,0,46,-815
2023-12-29 23:00:00,5776,5601,6439,979,1593,2503,1063,256,0,45,-663
2023-12-29 22:50:00,5828,6003,6662,1007,1627,2665,1064,255,0,44,-834
2023-12-29 22:40:00,5932,6003,6719,1008,1648,2686,1087,245,0,45,-787
2023-12-29 22:30:00,5985,6003,6744,1020,1643,2688,1115,233,0,45,-759
2023-12-29 22:20:00,6054,6003,6762,1005,1648,2705,1126,233,0,45,-708
2023-12-29 22:10:00,6127,6003,6965,1007,1645,2862,1164,240,0,45,-838
2023-12-29 22:00:00,6218,6003,6897,979,1619,2812,1186,256,0,45,-679
2023-12-29 21:50:00,6348,6468,6995,985,1644,2833,1213,275,0,45,-647
2023-12-29 21:40:00,6396,6468,7116,1003,1674,2884,1227,284,0,44,-720
2023-12-29 21:30:00,6499,6468,7151,1008,1686,2869,1259,285,0,44,-652
2023-12-29 21:20:00,6550,6468,7094,1023,1700,2756,1264,305,0,46,-544
2023-12-29 21:10:00,6590,6468,7152,1014,1705,2769,1306,311,0,46,-562
2023-12-29 21:00:00,6606,6468,7149,1005,1693,2738,1333,336,0,44,-543
2023-12-29 20:52:23,6700,6794,7181,1004,1695,2761,1334,342,-1,45,-481
2023-12-29 20:42:23,6729,6794,7219,1016,1699,2778,1334,347,-1,46,-490
2023-12-29 20:32:33,6781,6794,7231,1009,1705,2784,1337,352,0,45,-450
2023-12-29 20:22:43,6821,6794,7231,1017,1701,2786,1336,346,0,45,-409
2023-12-29 20:12:53,6874,6794,7254,1016,1714,2794,1337,348,0,44,-379
2023-12-29 20:03:23,6883,6794,7262,1014,1719,2802,1336,346,0,45,-379
2023-12-29 19:53:23,6930,6974,7278,1009,1700,2836,1337,351,0,45,-348
2023-12-29 19:43:23,6939,6974,7251,1006,1704,2813,1340,345,0,44,-312
2023-12-29 19:33:33,6978,6974,7248,1004,1699,2816,1337,349,0,43,-269
2023-12-29 19:23:43,6988,6974,7291,1015,1708,2839,1341,343,0,45,-302
